id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,r_pathway,parameter_class
3e0be8c155601659f0e9c615d7a0af07,3c0539f74a8820098ae2135e44637d9c,670,Lassa mammarenavirus,Severity - case fatality rate (CFR),33,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,6,18,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Female,Hospital based,Pregnant women,NA,NA,18,Sierra Leone,Panguma Hospital,NA,Jan 01,1973,NA,Mar 03,1976,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
3e0be8c155601659f0e9c615d7a0af07,9d599ab333fc190e9b8fe34e265928a3,670,Lassa mammarenavirus,Severity - case fatality rate (CFR),75,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,9,12,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Female,Hospital based,Pregnant women,NA,NA,12,Sierra Leone,Nixon Memorial Hospital; Segbwema,NA,NA,1975,NA,NA,1975,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
3e0be8c155601659f0e9c615d7a0af07,6de1a89ee9b6d724e1f03c1e95bda162,670,Lassa mammarenavirus,Seroprevalence - Unspecified,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,45,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,45,Sierra Leone,Panguma Hospital,NA,Jan 01,1973,NA,Mar 03,1976,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
3e0be8c155601659f0e9c615d7a0af07,793923f4db1a351892b69416fce585c6,670,Lassa mammarenavirus,Severity - case fatality rate (CFR),15.9,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,22,138,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,138,Sierra Leone,Panguma Hospital,NA,Jan 01,1973,NA,Mar 03,1976,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
3e0be8c155601659f0e9c615d7a0af07,236af4f66dfcf91c6dabee3db5b9884c,670,Lassa mammarenavirus,Severity - case fatality rate (CFR),16.6,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,16,96,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,96,Sierra Leone,Nixon Memorial Hospital; Segbwema,NA,NA,1975,NA,NA,1975,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
3e2dbc3bb54c1e4e9dbc3a6f3ebe2243,fdd4c053190380a333be4b61d1367382,678,Lassa mammarenavirus,Mutations - evolutionary rate,1.2,-3,Substitutions/site/year,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,120,Nigeria,Edo; Ondo; Ebonyi,1,Jan 01,2018,18,Mar 03,2018,II-S,TRUE,NA,NA,FALSE,FALSE,NA,Mutations
847a4366dd32006ad6d8fcbf9663476a,06a8f2f1c5210d2ca5321b1021ffb66b,693,Lassa mammarenavirus,Seroprevalence - IFA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4295,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,4295,Central African Republic,"Nola And Ikaumba; The Pre
ForestGrassland Of Bozo And Bangassou; The Moist
Wooded Grassland Of Bouar And Obo; The Dry Wooded
Rassland Near Mbre; And The Dry Grassland-Of Birao.",NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
c05798002a738bdd63d75d796a135372,a7d884f41a71a82807590c0036b5a1e8,696,Lassa mammarenavirus,Seroprevalence - IFA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1899,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,1.5,NA,1899,Kenya,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
281c8656433ac081595ed5b586865e86,29e1f010c591f1f0e720edbb20515658,729,Lassa mammarenavirus,Seroprevalence - IFA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,253,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,0,NA,253,Gabon,Haut-Ogooue,13,Feb 02,1980,19,Mar 03,1980,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
c2b427ce0271b9f77f59132a763cf985,f0bd43b475d6f62160ecfb73f9613b0f,742,Lassa mammarenavirus,Seroprevalence - IgG,24,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,75,Guinea;Nigeria,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
4922f266e32d24120aa52f5e6f4ac8d6,ea380b1ce22980baf860ee9e3785da34,757,Lassa mammarenavirus,Seroprevalence - IgG,0,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,0,53,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Contact based,Healthcare workers,22,62,53,Sweden,Sahlgrenska University Hospital; Gothenburg,NA,Mar 03,2016,NA,NA,2016,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
0243341efb6db404776d7bced47be83b,3fc8edf25800f90a6e480594f7db2323,773,Lassa mammarenavirus,Seroprevalence - IFA,0.06,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,3,5070,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,5070,Cameroon;Central African Republic;Chad;Congo; Rep.;Equatorial Guinea;Gabon,NA,NA,Jan 01,1985,NA,Jun 06,1987,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
f8d73a4cf0d690616a47af76c306ee1c,c204def9e746d1734240c7c2d9a7e014,799,Lassa mammarenavirus,Seroprevalence - IFA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,715,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,715,Central African Republic,"Bangassou; Botambi; Bouar; Bouboui; Bozo; Gomoka
Zemio",NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
efb15bb557943d996a14bbe398aa6b8f,a5c6ba6f6a2287cafd1037c588eb4129,832,Lassa mammarenavirus,Severity - case fatality rate (CFR),8,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,1,12,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,2,NA,12,Sierra Leone,Panguma; Tongo,23,Sep 09,1972,15,Oct 10,1972,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
efb15bb557943d996a14bbe398aa6b8f,04dbd7fcb3ea50bff257f6581d6337c1,832,Lassa mammarenavirus,Human delay - other human delay (go to section),NA,0,Days,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,2,NA,11,Sierra Leone,Panguma; Tongo,23,Sep 09,1972,15,Oct 10,1972,NA,FALSE,Symptom Onset/Fever,Seeking Care,FALSE,FALSE,NA,Human delay
452fe878a52a8036969508cf06d72d27,4ae4e98af708bdf2075c603886a4a730,838,Lassa mammarenavirus,Seroprevalence - IFA,14.9,0,Percentage (%),3.8,40.4,Unspecified,NA,NA,NA,NA,NA,95,637,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other;Region,TRUE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Healthcare workers,NA,NA,637,Liberia,Lofa; Grand Cape Mount; Mont-Serrado; Nimba; Bong; Grand Bassa; Grand Gedeh; Maryland,NA,NA,1979,NA,NA,1982,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
5e7d20c0d0d52495025dc8a09f656096,96cb3be0d1c043f0d23a50b6c58eddd8,840,Lassa mammarenavirus,Seroprevalence - IFA,NA,0,Percentage (%),6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other;Time,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Other,NA,NA,NA,Liberia,Zorzor; Ganta; Paynesville,NA,Jul 07,1980,NA,Apr 04,1982,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
369dd01f0a624a8e284ed68ed5347d7f,bf8e164ac428088c519673b507fdeae8,841,Lassa mammarenavirus,Seroprevalence - IFA,8.4,0,Percentage (%),4.1,22.9,Unspecified,NA,NA,NA,NA,NA,71,844,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Occupation;Other;Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Healthcare workers,NA,NA,844,Liberia,Lofa County; Bong County; Nimba County; Monrovia; Bassa County,NA,Oct 10,1976,NA,Oct 10,1977,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
2e4ff9c8065b9faadd3a386783fc93e3,e0a67ec260471943d3a547859a3c2cc6,842,Lassa mammarenavirus,Human delay - incubation period,NA,0,Days,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Female,Hospital based,Healthcare workers,45,69,3,Nigeria,Lassa,12,Jan 01,1969,20,Feb 02,1969,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay
9c644bcef9290d8f7f6ac679801ec1b2,56e7bdfe380ebb6d4dedeb6e48c26d61,845,Lassa mammarenavirus,Severity - case fatality rate (CFR),9.3,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,23,246,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,Age;Other;Sex;Symptoms,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,0,NA,246,Liberia,Zorzor,1,Jul 07,1980,30,Apr 04,1986,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
9c644bcef9290d8f7f6ac679801ec1b2,bfb22573b3f2fe900553c2350cfc728d,845,Lassa mammarenavirus,Severity - case fatality rate (CFR),15.6,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,5,32,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Female,Hospital based,Pregnant women,NA,NA,NA,Liberia,Zorzor,1,Jul 07,1980,30,Apr 04,1986,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
9c644bcef9290d8f7f6ac679801ec1b2,e5953e8d9b3bd5bc3811665906cb2f80,845,Lassa mammarenavirus,Severity - case fatality rate (CFR),26.7,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,4,15,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Children,NA,12,15,Liberia,Zorzor,1,Jul 07,1980,30,Apr 04,1986,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
877ba20126431371f1dc0fcafca15cbd,e5ba8fcda8e13538dea5691ad229a13f,854,Lassa mammarenavirus,Severity - case fatality rate (CFR),65,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,22,34,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,34,Nigeria,Aboh Mbaise; Aba; Owerri,1,Jan 01,1989,31,Mar 03,1989,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
877ba20126431371f1dc0fcafca15cbd,eecbef66753a06b2c057dff0dc08781d,854,Lassa mammarenavirus,Human delay - time in care (length of stay),11.5,0,Days,NA,NA,Median,NA,NA,2,19,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,NA,Nigeria,Aboh Mbaise,1,Jan 01,1989,31,Mar 03,1989,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay
877ba20126431371f1dc0fcafca15cbd,e6bcbb9b2e6f8eede9f3ed1db064fb88,854,Lassa mammarenavirus,Human delay - time in care (length of stay),11.5,0,Days,NA,NA,Mean,4.97,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,NA,Nigeria,Aboh Mbaise,1,Jan 01,1989,31,Mar 03,1989,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay
877ba20126431371f1dc0fcafca15cbd,16904eddbf012ec8cf659b421d374df5,854,Lassa mammarenavirus,Seroprevalence - IFA,1,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,6,415,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Community based,Unspecified,NA,NA,415,Nigeria,Aboh Mbaise,1,Jan 01,1989,31,Mar 03,1989,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
877ba20126431371f1dc0fcafca15cbd,b773802079ed8e0b095bb12fea0b058e,854,Lassa mammarenavirus,Seroprevalence - IFA,1,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,2,175,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Healthcare workers,NA,NA,175,Nigeria,Aboh Mbaise,1,Jan 01,1989,31,Mar 03,1989,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
877ba20126431371f1dc0fcafca15cbd,dcdad891f26243e4a22a1556a25c5ac8,854,Lassa mammarenavirus,Seroprevalence - IFA,2,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,5,240,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Healthcare workers,NA,NA,240,Nigeria,Aba,1,Jan 01,1989,31,Mar 03,1989,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
877ba20126431371f1dc0fcafca15cbd,f3cb8fa57f2e72b8c17c9ed1cd3f54d7,854,Lassa mammarenavirus,Seroprevalence - IFA,0,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,0,47,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Healthcare workers,NA,NA,47,Nigeria,University Of Nigeria Teaching Hospital,1,Jan 01,1989,31,Mar 03,1989,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
8d6faf917bbcba52c88bbc32b69c442b,c3f2b3d6843e927c6ab6de7b08974d3d,870,Lassa mammarenavirus,Severity - case fatality rate (CFR),100,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,2,2,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Children,NA,NA,2,Liberia,Curran Lutheran Hospital; Zorzor,NA,Jul 07,1980,NA,Apr 04,1982,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
8d6faf917bbcba52c88bbc32b69c442b,65bec49cc5e3e7f23f88aa4d5f2fb948,870,Lassa mammarenavirus,Severity - case fatality rate (CFR),66.7,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,2,3,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Female,Hospital based,Pregnant women,NA,NA,3,Liberia,Curran Lutheran Hospital; Zorzor,NA,Jul 07,1980,NA,Apr 04,1982,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
8d6faf917bbcba52c88bbc32b69c442b,6264f37b5714adc49e1cf77a3645e1d5,870,Lassa mammarenavirus,Severity - case fatality rate (CFR),13.6,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,6,44,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Unspecified,NA,Age;Other;Sex,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,44,Liberia,Curran Lutheran Hospital; Zorzor,NA,Jul 07,1980,NA,Apr 04,1982,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
66213446c64b9b2209d5ca3182f75f87,2ab310fc06c31157a89fee789649893a,871,Lassa mammarenavirus,Seroprevalence - IFA,1.5,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,2,135,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Children,0,12,161,Liberia,Curran Lutheran Hospital; Zorzor; Lofa County,NA,Feb 02,1982,NA,Feb 02,1982,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
66213446c64b9b2209d5ca3182f75f87,78a056179565efb6e20952ab917ae238,871,Lassa mammarenavirus,Severity - case fatality rate (CFR),27,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,4,15,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Children,0,12,15,Liberia,Zorzor; Lofa County; Suakoko; Bong County,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
66213446c64b9b2209d5ca3182f75f87,6d337f59d4854483bcc9b178c29b786a,871,Lassa mammarenavirus,Severity - case fatality rate (CFR),17,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,3,18,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Female,Hospital based,Pregnant women,NA,NA,18,Liberia,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
363929db83a192487ee755aeb78234ad,47eec6c86eebc035ec04f29cec211633,873,Lassa mammarenavirus,Severity - case fatality rate (CFR),36,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,4,11,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,11,Liberia,Zorzor,NA,Mar 03,1972,NA,Apr 04,1972,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
363929db83a192487ee755aeb78234ad,3af1de721694d49a5ab505b4df216bda,873,Lassa mammarenavirus,Seroprevalence - Unspecified,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,17,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Healthcare workers,NA,NA,17,Liberia,Zorzor,NA,Mar 03,1972,NA,Apr 04,1972,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
363929db83a192487ee755aeb78234ad,70f2b659870f6ac7ab9d11e60723d0f3,873,Lassa mammarenavirus,Seroprevalence - Unspecified,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Healthcare workers,NA,NA,40,Liberia,Zorzor,NA,Mar 03,1972,NA,Apr 04,1972,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
363929db83a192487ee755aeb78234ad,9589ddaef6b506922e36efec684f18b7,873,Lassa mammarenavirus,Seroprevalence - Unspecified,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Contact based,Persons under investigation,NA,NA,22,Liberia,Zorzor,NA,Mar 03,1972,NA,Apr 04,1972,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
363929db83a192487ee755aeb78234ad,8e58a62d0ab2e0d955ee81a4aa1eae59,873,Lassa mammarenavirus,Seroprevalence - Unspecified,3,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,4,133,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Community based,General population,NA,NA,133,Liberia,Zigida,NA,Mar 03,1972,NA,Apr 04,1972,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence
9736e3b06a6f64dec16c8919ba6b6b48,788279302287876440c8c54edcad144b,874,Lassa mammarenavirus,Severity - case fatality rate (CFR),8,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,1,12,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,12,Sierra Leone,Panguma Catholic Hospital; Eastern Province,23,Sep 09,1972,15,Oct 10,1972,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
9736e3b06a6f64dec16c8919ba6b6b48,fc0141823b8aa6276c9148568aa4d97c,874,Lassa mammarenavirus,Human delay - symptom onset>admission to care,NA,0,Days,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,12,Sierra Leone,Panguma Catholic Hospital; Eastern Province,23,Sep 09,1972,15,Oct 10,1972,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay
b532584cc829943f3578dde34aed2fd2,f97564aa08f288e501c40a95f3522098,920,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,NA,FALSE,FALSE,Viremia,Other,NA,Not significant,Unspecified,Unspecified,Community based,Persons under investigation,NA,NA,NA,Sierra Leone,East,NA,NA,1977,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
b532584cc829943f3578dde34aed2fd2,c72e034d6ade726d7281aa3a31c34746,920,Lassa mammarenavirus,Severity - case fatality rate (CFR),15.6,0,Percentage (%),5,76,Unspecified,NA,NA,NA,NA,NA,53,333,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,Naive,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,441,Sierra Leone,East,NA,NA,1977,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
b532584cc829943f3578dde34aed2fd2,2e364666f10f2e7dac282e28ef2e6cba,920,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Significant,Adjusted,Unspecified,Hospital based,Persons under investigation,NA,NA,NA,Sierra Leone,East,NA,NA,1977,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
b532584cc829943f3578dde34aed2fd2,995e707e47195bc6d36ad92f481e852a,920,Lassa mammarenavirus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Not significant,Not adjusted,Unspecified,Hospital based,Persons under investigation,NA,NA,NA,Sierra Leone,East,NA,NA,1977,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors
40a8d7b386c3f896cdd648fe9c612220,66f381357260417affa15cb8e3fcd017,921,Lassa mammarenavirus,Severity - case fatality rate (CFR),16.5,0,Percentage (%),15.2,22.2,Unspecified,NA,NA,NA,NA,NA,73,441,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Endemic,Unspecified,NA,Age;Sex,TRUE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,441,Sierra Leone,East,NA,Feb 02,1977,NA,Jan 01,1979,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity
