fixed,covidence_id,name_data_entry,shared_article_id,shared_parameter_id,name_data_entry.x,parameter_data_id,article_id,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,ebola_variant,parameter_class,name_data_entry.y,double_extracted,num_rows,matching
1,701,Sabine,5_Sabine,13_Sabine,Sabine,13,5,Reproduction number (Basic R0),1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liberia,NA,17,06-Jun,2014,23,09-Sep,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Sabine,1,1,0
1,754,Christian,7_Christian,16_Christian,Christian,16,7,Reproduction number (Basic R0),1.116,0,No units,NA,NA,NA,NA,NA,1.115,1.116,CI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Guinea,NA,1,03-Mar,2014,18,03-Mar,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Christian,1,1,0
1,754,Christian,7_Christian,17_Christian,Christian,17,7,Reproduction number (Basic R0),1.226,0,No units,NA,NA,NA,NA,NA,1.225,1.228,CI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Liberia,NA,1,03-Mar,2014,18,03-Mar,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Christian,1,1,0
1,754,Christian,7_Christian,18_Christian,Christian,18,7,Reproduction number (Basic R0),1.181,0,No units,NA,NA,NA,NA,NA,1.181,1.182,CI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Sierra Leone,NA,1,03-Mar,2014,18,03-Mar,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Christian,1,1,0
1,847,Ettie Unwin,41_Ettie Unwin,76_Ettie Unwin,Ettie Unwin,76,41,Severity - case fatality rate (CFR),64,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,32,50,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,Level of exposure,FALSE,TRUE,NA,NA,NA,NA,NA,Both,Community based,Persons under investigation,0,75,50,Sierra Leone,Kono District,1,Dec-12,2014,28,Feb-02,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Severity,Ettie Unwin,1,1,0
1,847,Ettie Unwin,41_Ettie Unwin,77_Ettie Unwin,Ettie Unwin,77,41,Reproduction number (Basic R0),0.93,0,No units,NA,NA,Mean,NA,NA,0.15,2.3,CI95%,NA,NA,Negative-Binomial,9.83,Variance,TRUE,NA,NA,FALSE,FALSE,NA,NA,Empirical (contact tracing),Level of exposure,FALSE,TRUE,NA,NA,NA,NA,NA,Both,Community based,Persons under investigation,0,75,50,Sierra Leone,Kono District,1,Dec-12,2014,28,Feb-02,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Ettie Unwin,1,1,0
1,847,Ettie Unwin,41_Ettie Unwin,78_Ettie Unwin,Ettie Unwin,78,41,Reproduction number (Basic R0),0.29,0,No units,NA,NA,Mean,NA,NA,0.11,0.55,NA,NA,NA,Negative-Binomial,0.49,Variance,TRUE,NA,NA,FALSE,FALSE,NA,NA,Empirical (contact tracing),Level of exposure,FALSE,TRUE,NA,NA,NA,NA,NA,Both,Community based,Persons under investigation,0,75,49,Sierra Leone,Kono District,1,Dec-12,2014,28,Feb-02,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Ettie Unwin,1,1,0
1,847,Ettie Unwin,41_Ettie Unwin,79_Ettie Unwin,Ettie Unwin,79,41,Human delay - other human delay (go to section),NA,0,Days,2.5,4,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Level of exposure,FALSE,TRUE,NA,NA,NA,NA,NA,Both,Community based,Persons under investigation,0,75,50,Sierra Leone,Kono District,1,Dec-12,2014,28,Feb-02,2015,NA,FALSE,Symptom Onset/Fever,Removal from community,FALSE,Unspecified,Human delay,Ettie Unwin,1,1,0
1,847,Ettie Unwin,41_Ettie Unwin,80_Ettie Unwin,Ettie Unwin,80,41,Human delay - other human delay (go to section),NA,0,Days,2,3,Median,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Level of exposure,FALSE,TRUE,NA,NA,NA,NA,NA,Both,Community based,Persons under investigation,0,75,50,Sierra Leone,Kono District,1,Dec-12,2014,28,Feb-02,2015,NA,FALSE,Symptom Onset/Fever,Removal from community,FALSE,Unspecified,Human delay,Ettie Unwin,1,1,0
1,847,Sequoia,37_Sequoia,72_Sequoia,Sequoia,72,37,Severity - case fatality rate (CFR),62.8,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,27,43,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,Level of exposure,FALSE,TRUE,NA,NA,NA,NA,NA,Both,Community based,Persons under investigation,0,75,43,Sierra Leone,Kono District,1,Dec-12,2014,28,Feb-02,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Severity,Sequoia,1,1,0
1,865,Dariya Nikitin,4_Dariya Nikitin,23_Dariya Nikitin,Dariya Nikitin,23,4,Reproduction number (Basic R0),2.18,0,No units,1.65,2.18,Median,NA,NA,1.24,3.55,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,Genomics,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,72,Sierra Leone,Sierra Leone,25,05-May,2014,18,06-Jun,2014,Whole genome,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Dariya Nikitin,1,1,0
1,865,Dariya Nikitin,4_Dariya Nikitin,24_Dariya Nikitin,Dariya Nikitin,24,4,Human delay - incubation period,4.92,0,Days,2.3,5.6,Median,NA,NA,2.11,23.2,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,72,Sierra Leone,Sierra Leone,25,05-May,2014,18,06-Jun,2014,Whole genome,FALSE,NA,NA,FALSE,Unspecified,Human delay,Dariya Nikitin,1,1,0
1,865,Dariya Nikitin,4_Dariya Nikitin,25_Dariya Nikitin,Dariya Nikitin,25,4,Human delay - infectious period,2.58,0,Days,2.29,6.75,Median,NA,NA,1.24,6.98,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,72,Sierra Leone,Sierra Leone,25,05-May,2014,18,06-Jun,2014,Whole genome,FALSE,NA,NA,FALSE,Unspecified,Human delay,Dariya Nikitin,1,1,0
1,885,Anne,36_Anne,76_Anne,Anne,76,36,Human delay - other human delay (go to section),NA,0,Days,3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,Time,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Sierra Leone,NA,21,12-Dec,2014,15,08-Aug,2015,NA,FALSE,Symptom Onset/Fever,Death,FALSE,Unspecified,Human delay,Anne,1,1,0
1,885,Anne,36_Anne,77_Anne,Anne,77,36,Human delay - other human delay (go to section),NA,0,Days,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,Time,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Sierra Leone,NA,21,12-Dec,2014,15,08-Aug,2015,NA,FALSE,Symptom Onset/Fever,Recovery/non-Infectiousness,FALSE,Unspecified,Human delay,Anne,1,1,0
1,885,Anne,36_Anne,78_Anne,Anne,78,36,Severity - case fatality rate (CFR),NA,0,Percentage (%),10,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Unspecified,NA,Time,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Sierra Leone,NA,21,12-Dec,2014,15,08-Aug,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Severity,Anne,1,1,0
1,885,Anne,36_Anne,79_Anne,Anne,79,36,"Reproduction number (Effective, Re)",NA,0,No units,0.68,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,Time,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Sierra Leone,NA,21,12-Dec,2014,15,08-Aug,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Anne,1,1,0
1,1030,Ettie Unwin,40_Ettie Unwin,75_Ettie Unwin,Ettie Unwin,75,40,Attack rate,9,0,Percentage (%),4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,Occupation,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Healthcare workers,NA,NA,429,Democratic Republic of the Congo,Kikwit and surrounding towns,NA,05-May,1995,NA,07-Jul,1995,NA,FALSE,NA,NA,FALSE,Unspecified,Other,Ettie Unwin,1,1,0
1,1044,Joseph,1_Joseph,2_Joseph,Joseph,2,1,Attack rate,7.29,0,Percentage (%),NA,NA,Unspecified,NA,NA,4.38,11.28,CI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Household based,General population,18,NA,247,Guinea,Meliandou,22,06-Jun,2017,9,07-Jul,2017,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Other,Joseph,1,1,0
1,1044,Joseph,1_Joseph,4_Joseph,Joseph,4,1,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Age;Close contact;Other;Sex,Healthcare;Other,Significant,Adjusted,Both,Household based,General population,18,NA,247,Guinea,Meliandou,22,06-Jun,2017,9,07-Jul,2017,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Risk factors,Joseph,1,1,0
1,1044,Joseph,1_Joseph,4_Joseph,Joseph,4,1,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Other;Occupation,Healthcare;Other,Not Significant,Adjusted,Both,Household based,General population,18,NA,247,Guinea,Meliandou,22,06-Jun,2017,9,07-Jul,2017,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Risk factors,Joseph,1,1,0
1,1044,Joseph,1_Joseph,1_Joseph,Joseph,1,1,Seroprevalence - IgG,3.57,0,Percentage (%),NA,NA,Unspecified,NA,NA,1.55,6.92,CI95%,8,224,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Household based,General population,18,NA,224,Guinea,Meliandou,22,06-Jun,2017,9,07-Jul,2017,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Seroprevalence,Joseph,1,1,0
1,1044,Joseph,1_Joseph,3_Joseph,Joseph,3,1,Severity - case fatality rate (CFR),55.6,0,Percentage (%),NA,NA,Unspecified,NA,NA,30.8,78.5,CI95%,10,18,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Household based,General population,18,NA,237,Guinea,Meliandou,22,06-Jun,2017,9,07-Jul,2017,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Severity,Joseph,1,1,0
1,2548,Anne,37_Anne,80_Anne,Anne,80,37,Mutations - evolutionary rate,10.93,-4,Substitutions/site/year,7.66,13.94,Unspecified,NA,NA,0.52,24.61,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,2008,glycoprotein (GP),FALSE,NA,NA,FALSE,Bundibugyo virus (BDBV)åÊ;Sudan virus (SUDV);TaÌø Forest virus (TAFV);Zaire Ebola virus (EBOV),Mutations,Anne,1,1,0
1,2548,Anne,37_Anne,80_Anne,Anne,80,37,Mutations - evolutionary rate,23.14,-4,Substitutions/site/year,NA,NA,Unspecified,NA,NA,16.49,31.66,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,2008,polymerase (L),FALSE,NA,NA,FALSE,Bundibugyo virus (BDBV)åÊ;Sudan virus (SUDV);TaÌø Forest virus (TAFV);Zaire Ebola virus (EBOV),Mutations,Anne,1,1,0
1,3096,Jack,3_Jack,5_Jack,Jack,5,3,Mutations - evolutionary rate,1.25,-3,Substitutions/site/year,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,318,Guinea;Sierra Leone,NA,NA,NA,2014,NA,NA,2015,Coding-complete genomes,TRUE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Mutations,Jack,1,1,0
1,6346,Anne,38_Anne,81_Anne,Anne,81,38,Human delay - incubation period,11.4,0,Days,8.3,11.7,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other;Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,155,Guinea;Liberia;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Human delay,Anne,1,1,0
1,6346,Anne,38_Anne,82_Anne,Anne,82,38,Human delay - serial interval,15.3,0,Days,11.6,19,Mean,9.3,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other;Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,92,Guinea;Liberia;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Human delay,Anne,1,1,0
1,6346,Anne,38_Anne,83_Anne,Anne,83,38,Reproduction number (Basic R0),NA,0,No units,1.2,2.02,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,Renewal equations / Branching process,Region,TRUE,TRUE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,Guinea;Liberia;Nigeria;Sierra Leone,NA,30,12-Dec,2013,NA,NA,2014,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Reproduction number,Anne,1,1,0
1,6346,Anne,38_Anne,84_Anne,Anne,84,38,Doubling time,NA,0,Days,12.84,59.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region;Time,TRUE,TRUE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,Guinea;Liberia;Nigeria;Sierra Leone,NA,30,12-Dec,2014,31,08-Aug,2014,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Other,Anne,1,1,0
1,6346,Anne,38_Anne,85_Anne,Anne,85,38,"Reproduction number (Effective, Re)",NA,0,No units,1.38,1.81,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,TRUE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,Guinea;Liberia;Sierra Leone,NA,30,12-Dec,2014,31,08-Aug,2014,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Reproduction number,Anne,1,1,0
1,6346,Anne,38_Anne,96_Anne,Anne,96,38,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age,NA,Significant,Adjusted,Both,NA,NA,NA,NA,NA,Guinea;Liberia;Nigeria;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Risk factors,Anne,1,1,0
1,6346,Kelly McCain,39_Kelly McCain,72_Kelly McCain,Kelly McCain,72,39,Severity - case fatality rate (CFR),70.8,0,Percentage (%),31.6,84,NA,NA,NA,68.6,72.8,CI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,Age;Occupation;Region;Sex;Symptoms;Time; Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,1737,Guinea;Liberia;Nigeria;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Severity,Kelly McCain,1,1,0
1,6346,Kelly McCain,39_Kelly McCain,74_Kelly McCain,Kelly McCain,74,39,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Occupation;Sex,Healthcare,Not significant,Adjusted,Both,NA,NA,NA,NA,NA,Guinea;Liberia;Nigeria;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Risk factors,Kelly McCain,1,1,0
1,6346,Kelly McCain,39_Kelly McCain,85_Kelly McCain,Kelly McCain,85,39,Human delay - time in care (length of stay),6.42,0,Days,4.99,6.88,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,Guinea;Liberia;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,NA,NA,FALSE,Zaire Ebola virus (EBOV),Human delay,Kelly McCain,1,1,0
1,6346,Kelly McCain,39_Kelly McCain,86_Kelly McCain,Kelly McCain,86,39,Human delay - other human delay (go to section),5,0,Days,4.1,5.3,Mean,4.7,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,1135,Guinea;Liberia;Nigeria;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,Zaire Ebola virus (EBOV),Human delay,Kelly McCain,1,1,0
1,6346,Kelly McCain,39_Kelly McCain,87_Kelly McCain,Kelly McCain,87,39,Human delay - other human delay (go to section),16.4,0,Days,15.4,17.2,Mean,6.5,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,267,Guinea;Liberia;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,Symptom Onset/Fever,Discharge from Care/Hospital,FALSE,Zaire Ebola virus (EBOV),Human delay,Kelly McCain,1,1,0
1,6346,Kelly McCain,39_Kelly McCain,88_Kelly McCain,Kelly McCain,88,39,Human delay - other human delay (go to section),7.5,0,Days,6.4,8.6,Mean,6.8,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,594,Guinea;Liberia;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,Symptom Onset/Fever,Death,FALSE,Zaire Ebola virus (EBOV),Human delay,Kelly McCain,1,1,0
1,6346,Kelly McCain,39_Kelly McCain,89_Kelly McCain,Kelly McCain,89,39,Human delay - other human delay (go to section),6.1,0,Days,3.9,7.5,Mean,8.5,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,2185,Guinea;Liberia;Nigeria;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,Symptom Onset/Fever,WHO notification,FALSE,Zaire Ebola virus (EBOV),Human delay,Kelly McCain,1,1,0
1,6346,Kelly McCain,39_Kelly McCain,90_Kelly McCain,Kelly McCain,90,39,Human delay - other human delay (go to section),11.8,0,Days,11,12.7,Mean,7.2,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,312,Guinea;Liberia;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,WHO notification,Discharge from Care/Hospital,FALSE,Zaire Ebola virus (EBOV),Human delay,Kelly McCain,1,1,0
1,6346,Kelly McCain,39_Kelly McCain,91_Kelly McCain,Kelly McCain,91,39,Human delay - other human delay (go to section),-3,0,Days,-4.4,-1.6,Mean,13.8,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,584,Guinea;Liberia;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,WHO notification,Death,FALSE,Zaire Ebola virus (EBOV),Human delay,Kelly McCain,1,1,0
1,6346,Kelly McCain,39_Kelly McCain,92_Kelly McCain,Kelly McCain,92,39,Human delay - other human delay (go to section),11.8,0,Days,11,12.8,Mean,6.1,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,290,Guinea;Liberia;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,Admission to Care/Hospitalisation,Discharge from Care/Hospital,FALSE,Zaire Ebola virus (EBOV),Human delay,Kelly McCain,1,1,0
1,6346,Kelly McCain,39_Kelly McCain,93_Kelly McCain,Kelly McCain,93,39,Human delay - other human delay (go to section),4.2,0,Days,2.5,4.5,Mean,6.4,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,121,Guinea;Liberia;Sierra Leone,NA,30,12-Dec,2013,14,09-Sep,2014,NA,FALSE,Admission to Care/Hospitalisation,Death,FALSE,Zaire Ebola virus (EBOV),Human delay,Kelly McCain,1,1,0
