Article_ID,ID,Parameter_data_ID,Parameter_type,Parameter.value,Exponent,Parameter.unit,Parameter.lower.bound,Parameter.upper.bound,Parameter.value.type,Parameter.uncertainty...single.value,Parameter.uncertainty...singe.type,Parameter.uncertainty...lower.value,Parameter.uncertainty...upper.value,Parameter.uncertainty...type,CFR_IFR_numerator,CFR_IFR_denominator,Distribution_type,Distribution_par1_value,Distribution_par1_type,Distribution_par1_uncertainty,Distribution_par2_value,Distribution_par2_type,Distribution_par2_uncertainty,Method_from_supplement,Method_moment_value,CFR_IFR_Method,Method_R,Method_disaggregated_by,Method_disaggregated,Method_disaggregated_only,Riskfactor_outcome,Riskfactor_name,Riskfactor_occupation,Riskfactor_significant,Riskfactor_adjusted,Population_sex,Population_sample_type,Population_group,Population_age_min,Population_age_max,Population_sample_size,Population_country,Population_location,Population_study_start_day,Population_study_start_month,Population_study_start_year,Population_study_end_day,Population_study_end_month,Population_study_end_year,Genome_site,Genomic_sequence_available,Other_delay_start,Other_delay_end,Inverse_param,Ebola.variant
12,4e3667a1d4489aa9d60fb6737304ce7d,663f49d9f31125f6c57cd49924486af4,Human delay - time in care (length of stay),NA,0,Days,4.6,8.2,,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,,,,38,1,1,,38,38,,,,,,NA,NA,NA,38,,NA,,NA,NA,,NA,NA,0,,,0,38,0
12,4e3667a1d4489aa9d60fb6737304ce7d,8c51177d8d80ef30b251cb49071035ed,Reproduction number (Basic R0),1.08,0,,NA,NA,,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,,,Compartmental model,34,0,0,,34,34,,,,,,NA,NA,2791,34,North Kivu,5,Aug 08,2018,2,Feb 02,2020,NA,0,,,0,34,0
12,4e3667a1d4489aa9d60fb6737304ce7d,80bcca8734064c0fd3d1e612cb367eb4,Severity - case fatality rate (CFR),NA,0,,0.5,0.8,,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,,,Compartmental model,35,1,1,,35,35,,,,Hospital based,,NA,NA,2791,35,North Kivu,5,Aug 08,2018,2,Feb 02,2020,NA,0,,,0,35,0
12,4e3667a1d4489aa9d60fb6737304ce7d,decb6a12ee0c75bce9c4830fc2c0a9b2,Severity - case fatality rate (CFR),NA,0,,0.5,0.8,,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,,,Compartmental model,36,1,1,,36,36,,,,Community based,,NA,NA,2791,36,North Kivu,5,Aug 08,2018,2,Feb 02,2020,NA,0,,,0,36,0
13,8b86465a271bde81f19bfbff7be62afb,b771f99a662d806c33391b5f1e818f43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4bd3c8f97af6ba54103af4149e4abd55,ab80a4c224a1f4ccee71ff6a05396644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,f34e3f5a6705d35c0798bf92c4204f48,41723e8e6629c1560895a37130ec08d9,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,,,,30,0,1,Other,30,30,Not significant,Adjusted,,Community based,,NA,NA,284,30,Bombali,NA,,2019,NA,,2019,NA,0,,,0,30,0
7,6a7013336b27f1ac63381ddd7312acb1,a91b17112c098617b2b9cc4acca121d8,Human delay - other human delay (go to section),4,0,Days,1,7,Median,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,,,,22,0,0,,22,22,,,Both,Community based,Persons under investigation,3,55,14,22,"Western Area Urban, Western Area Rural; Port Loko; Bombali; Tonkolili; Moyamba",13,Jan 01,2015,5,Apr 04,2015,NA,0,Symptom Onset/Fever,Death,0,22,0
7,6a7013336b27f1ac63381ddd7312acb1,23acece773504940600092cb986900cb,Severity - case fatality rate (CFR),57.1,0,Percentage (%),NA,NA,,NA,,NA,NA,,8,14,,NA,NA,0,NA,NA,0,0,,Adjusted,,23,0,0,,23,23,,,Both,Community based,Persons under investigation,3,55,14,23,"Western Area Urban, Western Area Rural; Port Loko; Bombali; Tonkolili; Moyamba",13,Jan 01,2015,5,Apr 04,2015,NA,0,,,0,23,0
7,6a7013336b27f1ac63381ddd7312acb1,ce05354f9456c1fef5363f8db0e4c418,Human delay - other human delay (go to section),8,0,Days,4,18,Median,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,,,,21,0,0,,21,21,,,Both,Community based,Persons under investigation,3,55,14,21,"Western Area Urban, Western Area Rural; Port Loko; Bombali; Tonkolili; Moyamba",13,Jan 01,2015,5,Apr 04,2015,NA,0,Exposure/Infection,Symptom Onset/Fever,0,21,0
8,558c1601269c5ed60a2b156fb2776697,821db7ae9ac5135a5475237c0d7dfccf,"Reproduction number (Effective, Re)",NA,0,,0.4,1.1,,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,,,Next generation matrix,24,1,0,,24,24,,,,,,NA,NA,NA,24,Mabalako; Mandima; Beni; Katwa and Butembo; Mambasa; Kalunguta; Other Health Zones,NA,Jan 01,2019,NA,Sep 09,2019,NA,0,,,0,24,0
8,558c1601269c5ed60a2b156fb2776697,84825cc8c37c9168f697950720bfd8df,"Reproduction number (Effective, Re)",2.19,0,,NA,NA,Mean,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,,,Next generation matrix,25,1,0,,25,25,,,,,,NA,NA,NA,25,,NA,July,2019,NA,Jul 07,2019,NA,0,,,0,25,0
8,558c1601269c5ed60a2b156fb2776697,f5c6357971048c6ae8fddd456ab2c002,"Reproduction number (Effective, Re)",1.2,0,,NA,NA,Mean,NA,,NA,NA,,NA,NA,,NA,NA,0,NA,NA,0,0,,,Next generation matrix,26,1,0,,26,26,,,,,,NA,NA,NA,26,,NA,Sep 09,2019,NA,Sep 09,2019,NA,0,,,0,26,0
8,558c1601269c5ed60a2b156fb2776697,005cdf798737d97c9424244f309b9dd3,"Reproduction number (Effective, Re)",1.03,0,,NA,NA,Median,NA,,0.59,2.12,CRI95%,NA,NA,,NA,NA,0,NA,NA,0,1,,,Next generation matrix,29,1,0,,29,29,,,,,,NA,NA,NA,29,,29,Sep 09,2019,29,Sep 09,2019,NA,0,,,0,29,0
8,558c1601269c5ed60a2b156fb2776697,1217017102114f20d9f6688c0ab88b12,Human delay - other human delay (go to section),25.7,0,Days,NA,NA,Mean,NA,,17.4,36.04,Other,NA,NA,,NA,NA,0,NA,NA,0,0,,,,27,0,0,,27,27,,,,,,NA,NA,NA,27,,NA,Feb 02,2019,NA,Feb 02,2019,NA,0,Symptom Onset/Fever,Reporting,0,27,0
8,558c1601269c5ed60a2b156fb2776697,d0d2d3a659242ccf95f026f007866acc,Human delay - other human delay (go to section),11.02,0,Days,NA,NA,Mean,NA,,10.28,11.8,Other,NA,NA,,NA,NA,0,NA,NA,0,0,,,,28,0,0,,28,28,,,,,,NA,NA,NA,28,,NA,Sep 09,2019,NA,Sep 09,2019,NA,0,Symptom Onset/Fever,Reporting,0,28,0
14,31a0cf5b0f2a57ad8b0fe3367f3dbdb6,becdc5140ce5eb58409d470c9f959a26,Seroprevalence - IgM,0.9,0,Percentage (%),NA,NA,,NA,,NA,NA,,3,308,,NA,NA,0,NA,NA,0,0,,Unspecified,,39,1,0,,39,39,,,Both,Hospital based,Other,NA,NA,308,39,,NA,June,2018,NA,November,2018,NA,0,,,0,39,0
3,d5148f02742ca85f9f03aa19f44c421d,318d47079d9a4b78808c022758aed78f,Mutations - evolutionary rate,1.25,-3,Substitutions/site/year,NA,NA,Mean,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,5,0,0,NA,5,5,NA,NA,Unspecified,Hospital based,,NA,NA,318,5,NA,16,Jun 06,2014,26,Dec 12,2014,Coding-complete genomes,1,NA,NA,0,5
1,c22bcd256de5bb2bf563e758dd6ebfa8,d83370bca20d28a1bb0db05077a25b81,Reproduction number (Basic R0),1.24,0,No units,NA,NA,Unspecified,NA,NA,1.04,1.42,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,NA,Other,2,0,0,NA,2,2,NA,NA,Unspecified,Population based,General population,NA,NA,NA,2,NA,NA,,NA,NA,,NA,,0,NA,NA,0,2
1,c22bcd256de5bb2bf563e758dd6ebfa8,d48e40aa5c6527890e25d8ccaeac6098,Reproduction number (Basic R0),1.71,0,No units,NA,NA,Unspecified,NA,NA,1.4,1.82,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,NA,Other,3,0,0,NA,3,3,NA,NA,Unspecified,Population based,General population,NA,NA,NA,3,NA,NA,,NA,NA,,NA,,0,NA,NA,0,3
1,c22bcd256de5bb2bf563e758dd6ebfa8,370e17fe53bf1f0a599cc60af71f5cfc,Reproduction number (Basic R0),2.06,0,No units,NA,NA,Unspecified,NA,NA,1.93,2.27,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Start outbreak,NA,Other,1,0,0,NA,1,1,NA,NA,Unspecified,Population based,General population,NA,NA,NA,1,NA,NA,,NA,NA,,NA,,0,NA,NA,0,1
2,ea6bf36e8acee2810c8ee59c36ee1dd4,2dc2fbfb4d61cb1683430d852fc0e41b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,712604aefad140d513f005e8a6fba400,541c3b7c7d0fc6aedc104e4cc5156ffe,Mutations – substitution rate,13.94,-4,Substitutions/site/year,NA,NA,Unspecified,NA,NA,6.06,20.64,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,NA,7,0,0,,7,7,,,,,,NA,NA,NA,7,,NA,,1976,NA,,2008,GP,0,NA,NA,0,7
2,712604aefad140d513f005e8a6fba400,787438b9e6b6cbbd62551498c3525aeb,Mutations – substitution rate,10.93,-4,Substitutions/site/year,NA,NA,Unspecified,NA,NA,0.52,24.61,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,NA,5,0,0,,5,5,,,,,,NA,NA,NA,5,,NA,,1976,NA,,2008,GP,0,NA,NA,0,5
2,712604aefad140d513f005e8a6fba400,2738c8f60bc0505807ed3bca7f097f50,Mutations – substitution rate,7.66,-4,Substitutions/site/year,NA,NA,,NA,NA,3.68,11.79,Highest Posterior Density Interval 95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,,,NA,6,0,0,,6,6,,,,,,NA,NA,NA,6,,NA,,1976,NA,,2008,GP,0,NA,NA,0,6
1,dd4a7967299220853cc5f27d179f04fb,ac8ee8a6ccb82c9a53bb0e202a5ca1ea,Severity - case fatality rate (CFR),55.6,0,Percentage (%),NA,NA,Unspecified,NA,NA,30.8,78.5,CI95%,10,18,NA,NA,NA,0,NA,NA,0,0,Post outbreak,Unspecified,NA,3,0,0,,3,3,,,Both,Household based,General population,18,NA,237,3,Meliandou,22,Jun 06,2017,9,Jul 07,2017,,0,NA,NA,0,3
1,dd4a7967299220853cc5f27d179f04fb,633432e0b5400d02f92488b998408a81,Attack rate,7.29,0,Percentage (%),NA,NA,Unspecified,NA,NA,4.38,11.27,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Post outbreak,,NA,2,0,0,,2,2,,,Both,Household based,General population,18,NA,237,2,Meliandou,22,Jun 06,2017,9,Jul 07,2017,,0,NA,NA,0,2
1,dd4a7967299220853cc5f27d179f04fb,7978ec03b07fddc719252dd5934b273b,Seroprevalence - IgG,3.57,0,Percentage (%),NA,NA,Unspecified,NA,NA,1.55,6.92,CI95%,8,224,NA,NA,NA,0,NA,NA,0,0,Post outbreak,Naive,NA,1,0,0,,1,1,,,Both,Household based,General population,18,NA,237,1,Meliandou,22,Jun 06,2017,9,Jul 07,2017,,0,NA,NA,0,1
1,dd4a7967299220853cc5f27d179f04fb,3fa04f55da1535cf669d7520c20c9982,Risk factors,NA,0,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Post outbreak,,NA,4,0,0,Infection,4,4,Significant,Adjusted,Both,Household based,General population,18,NA,247,4,Meliandou,22,Jun 06,2017,9,Jul 07,2017,,0,NA,NA,0,4
3,2e760618b03240c5d430652c02a807ac,d407dde6ec160c8ffe0b191a14777eb6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1794e43c2b234026d571feb90e472bb1,5c36b664f000c27d5b1619e1b75f3e9a,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,73,1,0,Death,73,73,Significant,Adjusted,Both,Population based,Persons under investigation,NA,NA,NA,73,,13,Dec 12,2013,14,Sep 09,2014,,0,,,0,73
5,6bc1504d637ca312c1f366d1f4476683,6682c3efe2792cab8e2492282393e8ea,Human delay - serial interval,12,0,Days,1,30,Mean,6.2,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,3,0,0,,3,3,,,,Hospital based,Persons under investigation,NA,NA,109,3,N’Zerekore,NA,Aug 08,2014,NA,Feb 02,2015,,0,,,0,3
5,6bc1504d637ca312c1f366d1f4476683,ae98094e240efb5df5fdbc8dbd72d5be,"Reproduction number (Effective, Re)",3,0,No units,NA,NA,Mean,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,Empirical (contact tracing),5,0,0,,5,5,,,,Household based,Household contacts of survivors,NA,NA,66,5,N’Zerekore,NA,Aug 08,2014,NA,Feb 02,2015,,0,,,0,5
5,6bc1504d637ca312c1f366d1f4476683,e6c46ea87b9da9f32be5069b1c617930,"Reproduction number (Effective, Re)",2,0,No units,NA,NA,Mean,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,70,0,0,,70,70,,,,Hospital based,Persons under investigation,NA,NA,8,70,N’Zerekore,NA,Aug 08,2014,NA,Feb 02,2015,,0,,,0,70
5,6bc1504d637ca312c1f366d1f4476683,2e9ba67423c205bdca098ac289eb87c4,"Reproduction number (Effective, Re)",3,0,No units,NA,NA,Mean,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,End outbreak,NA,Empirical (contact tracing),95,0,0,,95,95,,,,Community based,Persons under investigation,NA,NA,35,95,N’Zerekore,NA,Aug 08,2014,NA,Feb 02,2015,,0,,,0,95
6,a671622d80f9eaae815170958727e5fd,43cb3fe286b06901f376a0a85f5f4384,Mutations – substitution rate,3.6,-5,Substitutions/site/year,NA,NA,Mean,1.09,Variance,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,,NA,,2,0,0,,2,2,,,,,,NA,NA,NA,2,,NA,,1967,NA,,1995,GP,0,,,0,2
37,71cd7afc038fe338fb3b1ad431593cbe,aa6f0697f5ffbaece0da88da13184c73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,f3dd4ef34248ed7bb7b98ef668f5e836,819f1905739c1a9897102c16c566ec88,Severity - case fatality rate (CFR),70.8,0,Percentage (%),31.6,84,,NA,,68.6,72.8,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,72,1,0,,72,72,,,Both,Population based,Persons under investigation,NA,NA,1737,72,,13,Dec 12,2013,14,Sep 09,2014,,0,,,0,72
39,f3dd4ef34248ed7bb7b98ef668f5e836,a487273784ef78937ab000df1fdbf2f1,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,75,1,0,Death,75,75,Not significant,Adjusted,Both,Population based,Persons under investigation,NA,NA,NA,75,,13,Dec 12,2013,14,Sep 09,2014,,0,,,0,75
39,f3dd4ef34248ed7bb7b98ef668f5e836,dd46ab323fb5a89a5877e2fbd511a2ab,Human delay - incubation period,11.4,0,Days,8.5,11.7,Mean,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,76,1,0,,76,76,,,Both,Population based,Persons under investigation,NA,NA,155,76,,13,Dec 12,2013,14,Sep 09,2014,,0,,,0,76
39,f3dd4ef34248ed7bb7b98ef668f5e836,80075793a3e7515542726cc5e988cac5,Human delay - serial interval,15.3,0,Days,11.6,19,Mean,9.1,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,77,1,0,,77,77,,,Both,Population based,Persons under investigation,NA,NA,92,77,,13,Dec 12,2013,14,Sep 09,2014,,0,,,0,77
39,f3dd4ef34248ed7bb7b98ef668f5e836,6a688b059756a6ee5947ee183e5f3c83,Doubling time,NA,0,Days,12.84,59.75,Mean,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,85,1,0,,85,85,,,Both,Population based,Persons under investigation,NA,NA,NA,85,,13,Dec 12,2013,31,Aug 08,2014,,0,,,0,85
39,f3dd4ef34248ed7bb7b98ef668f5e836,ad8d66732a31edc6f3cde1f43d7cd3cf,"Reproduction number (Effective, Re)",1.38,0,,NA,NA,Mean,NA,,1.27,1.51,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,84,0,0,,84,84,,,Both,Population based,Persons under investigation,NA,NA,NA,84,,21,Jul 07,2014,31,Aug 08,2014,,0,,,0,84
39,f3dd4ef34248ed7bb7b98ef668f5e836,15caf2e410d65ed0a3e48edb4af1e0c0,"Reproduction number (Effective, Re)",1.51,0,,NA,NA,Mean,NA,,1.41,1.6,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,83,0,0,,83,83,,,Both,Population based,Persons under investigation,NA,NA,NA,83,,21,Jul 07,2014,31,Aug 08,2014,,0,,,0,83
39,f3dd4ef34248ed7bb7b98ef668f5e836,430f5649b76aed1b44e537f5565aeeca,"Reproduction number (Effective, Re)",1.81,0,,NA,NA,Mean,NA,,1.6,2.03,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,82,0,0,,82,82,,,Both,Population based,Persons under investigation,NA,NA,NA,82,,21,Jul 07,2014,31,Aug 08,2014,,0,,,0,82
39,f3dd4ef34248ed7bb7b98ef668f5e836,f253657edc31f4b477380e573118bb1d,Reproduction number (Basic R0),2.02,0,,NA,NA,Mean,NA,,1.79,2.26,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,81,0,0,,81,81,,,Both,Population based,Persons under investigation,NA,NA,NA,81,,13,Dec 12,2013,6,Jul 07,2014,,0,,,0,81
39,f3dd4ef34248ed7bb7b98ef668f5e836,423407b47f7db558bc24ab732e2d8e80,Reproduction number (Basic R0),1.2,0,,NA,NA,Mean,NA,,0.67,1.96,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,80,0,0,,80,80,,,Both,Population based,Persons under investigation,NA,NA,NA,80,,13,Dec 12,2013,24,Aug 08,2014,,0,,,0,80
39,f3dd4ef34248ed7bb7b98ef668f5e836,254bea90a11ed898d767530d74daa99c,Reproduction number (Basic R0),1.83,0,,NA,NA,Mean,NA,,1.72,1.94,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,79,0,0,,79,79,,,Both,Population based,Persons under investigation,NA,NA,NA,79,,13,Dec 12,2013,24,Aug 08,2014,,0,,,0,79
39,f3dd4ef34248ed7bb7b98ef668f5e836,6a6fffe49ec361468dabee377f82deb8,Reproduction number (Basic R0),1.71,0,,NA,NA,Mean,NA,,1.44,2.01,CI95%,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,Renewal equations / Branching process,78,0,0,,78,78,,,Both,Population based,Persons under investigation,NA,NA,NA,78,,13,Dec 12,2013,30,Mar 03,2014,,0,,,0,78
39,f3dd4ef34248ed7bb7b98ef668f5e836,82001018ff86ca870929cc59f9928557,Human delay - time in care (length of stay),6.42,0,Days,4.99,6.88,Mean,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,86,1,0,,86,86,,,Both,Population based,Persons under investigation,NA,NA,NA,86,,13,Dec 12,2013,14,Sep 09,2014,,0,,,0,86
39,f3dd4ef34248ed7bb7b98ef668f5e836,8c794611a7a16a1548deabfad9f3ffcd,Human delay - other human delay (go to section),5,0,Days,4.1,5.3,Mean,4.7,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,87,1,0,,87,87,,,Both,Population based,Persons under investigation,NA,NA,1135,87,,13,Dec 12,2013,14,Sep 09,2014,,0,Symptom Onset/Fever,Admission to Care/Hospitalisation,0,87
39,f3dd4ef34248ed7bb7b98ef668f5e836,547775479668105b67ea124a24c8b2ab,Human delay - other human delay (go to section),16.4,0,Days,15.4,17.2,Mean,6.5,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,88,1,0,,88,88,,,Both,Population based,Persons under investigation,NA,NA,267,88,,13,Dec 12,2013,14,Sep 09,2014,,0,Symptom Onset/Fever,Discharge from Care/Hospital,0,88
39,f3dd4ef34248ed7bb7b98ef668f5e836,f5047fb19914c6f905589604e074861f,Human delay - other human delay (go to section),7.5,0,Days,6.4,8.6,Mean,6.8,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,89,1,0,,89,89,,,Both,Population based,Persons under investigation,NA,NA,594,89,,13,Dec 12,2013,14,Sep 09,2014,,0,Symptom Onset/Fever,Death,0,89
39,f3dd4ef34248ed7bb7b98ef668f5e836,779e9d6491141ff8812995a8354492be,Human delay - other human delay (go to section),6.1,0,Days,3.9,7.5,Mean,8.5,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,90,1,0,,90,90,,,Both,Population based,Persons under investigation,NA,NA,2185,90,,13,Dec 12,2013,14,Sep 09,2014,,0,Symptom Onset/Fever,WHO notification,0,90
39,f3dd4ef34248ed7bb7b98ef668f5e836,3d76bf75c6b1f31b82f6eaf1a498a249,Human delay - other human delay (go to section),11.8,0,Days,11,12.7,Mean,7.2,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,91,1,0,,91,91,,,Both,Population based,Persons under investigation,NA,NA,312,91,,13,Dec 12,2013,14,Sep 09,2014,,0,WHO notification,Discharge from Care/Hospital,0,91
39,f3dd4ef34248ed7bb7b98ef668f5e836,c5ddc0b22d90cc5ea4177f066b4899ba,Human delay - other human delay (go to section),-3,0,Days,-4.4,-1.6,Mean,13.8,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,92,1,0,,92,92,,,Both,Population based,Persons under investigation,NA,NA,584,92,,13,Dec 12,2013,14,Sep 09,2014,,0,WHO notification,Death,0,92
39,f3dd4ef34248ed7bb7b98ef668f5e836,0ffbca8cc6a0d2a572117a3788797857,Human delay - other human delay (go to section),11.8,0,Days,11,12.8,Mean,6.1,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,93,1,0,,93,93,,,Both,Population based,Persons under investigation,NA,NA,290,93,,13,Dec 12,2013,14,Sep 09,2014,,0,Admission to Care/Hospitalisation,Discharge from Care/Hospital,0,93
39,f3dd4ef34248ed7bb7b98ef668f5e836,dab3e83b8f0649d47d90aa278b9ee202,Human delay - other human delay (go to section),4.2,0,Days,2.5,4.5,Mean,6.4,Standard deviation (Sd),NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,NA,,94,1,0,,94,94,,,Both,Population based,Persons under investigation,NA,NA,121,94,,13,Dec 12,2013,14,Sep 09,2014,,0,Admission to Care/Hospitalisation,Death,0,94
6,6b00029b2e18108f6c45909539875758,bb899868cb1d135da12947dd16fb99b4,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,19,0,0,Death,19,19,Significant,Adjusted,Both,Community based,Persons under investigation,NA,NA,374,19,Bong County,23,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,19
6,6b00029b2e18108f6c45909539875758,26d4069f1833f4e9b200ccb0ff1e03b6,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,17,0,0,Death,17,17,Significant,Not adjusted,Both,Community based,Persons under investigation,NA,NA,374,17,Bong County,23,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,17
6,6b00029b2e18108f6c45909539875758,b8e268052766a27f71b4c584254a1e5b,Severity - case fatality rate (CFR),53.5,0,Percentage (%),NA,NA,,NA,,49,58,CI95%,229,428,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,Unspecified,,14,1,0,,14,14,,,Both,Community based,Persons under investigation,NA,NA,428,14,Bong Country,23,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,14
6,6b00029b2e18108f6c45909539875758,ce7a089e3bab9a069e63f48adf425b6b,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,15,0,0,Infection,15,15,Significant,Unspecified,Both,Community based,Persons under investigation,NA,NA,321,15,Bong County,23,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,15
6,6b00029b2e18108f6c45909539875758,e76f9404b97716b09318a7252407cb3c,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,16,0,0,Infection,16,16,Not significant,Unspecified,Both,Community based,Persons under investigation,NA,NA,321,16,Bong County,23,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,16
6,6b00029b2e18108f6c45909539875758,7345acaeee250baea69d830ed3dad673,Risk factors,NA,0,,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,0,NA,NA,0,0,Mid outbreak,,,18,0,0,Death,18,18,Not significant,Not adjusted,Both,Community based,Persons under investigation,NA,NA,374,18,Bong County,23,Mar 03,2014,31,Dec 12,2014,NA,0,,,0,18
